src_uid,dst_uid,relation_type,relative_revenue,relative_revenue_percentage,depth,direction
a6552c54-688d-59bb-a564-5a3bd33bfa76,bf4691fd-b9d0-53a7-996a-c9e62e12cddc,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,cfdfc190-d300-5593-a1a9-556427096321,Supplier,,10.28,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,ec283a3f-4885-5032-9908-72255b2edfc5,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,27d8dfc8-10f2-5c83-a13f-d6fe4f5df9a3,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,320d1db3-208c-553e-8613-18d2a9cc7879,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,356e9662-e0de-58a3-8b90-23d96dcc5cfd,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,4d4f13fe-2d55-589f-a517-c76f28008b16,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,4e155483-f03d-5e0c-a473-f33210909c82,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,53e5d1fa-abd2-5463-8f6f-7333364dcce7,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,60ba9cac-c66a-556e-879b-801dcca3f0f9,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,702661fb-33f4-5385-a9e5-720808e5774b,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,765b8a4d-7285-5e3c-87ce-9dea0ce0b455,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,8383e8a1-39e8-549a-ad99-49f4d1661785,Supplier,,14.74,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,83acbe2f-18f1-5d96-b6f0-ae985ab6da5f,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,9807a941-7995-5fc9-bc7c-18ce03140adc,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,a4d66718-26cb-584e-8f36-714b18633a5d,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,b276680a-98c5-5beb-adb5-1c8586c60a6b,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,bf5e30ed-7053-5650-a68d-f2f59623d1b4,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,ca137a45-4c4a-5cf5-a8d0-8314fa670766,Supplier,,,1,suppliers
